name,email
"DON BOSCO HSS, MULLAKKARA, MANNUTHY, THRISSUR, 680651 Phone No: 0487-2370853 Email ID: dbmannuthy@gmail.com","dbmannuthy@gmail.com"
"JMJEM HSS, ATHANI Phone No: 7306060477 Email ID: jmjemhs@yahoo.com","jmjemhs@yahoo.com"
"Lourde Matha E. M. H. S. S. Cherpu","lourdemathacherpu@gmail.com"
"St. M. M. C. L. P. S Kanipayyar","stmmclp@gmail.com"
"MUNAVARIYA E S PERUMPILAVU","munavvariyaenglishschool@gmail.com"
"St.Joseph's Convent English Medium L.P School, Mission Quarters","st.josephsemlps@gmail.com"
"ASSISSI EM HIGHER SECONDARY SCHOOL, THALAKKOTTUKKARA Phone No: 04885243148 Email ID: assisi235@yahoo.com","assisi235@yahoo.com"
"Mukthi E. M. S Muthuvattoor","mukthienglishmedium@gmail.com"
"H. F. C. L. P. S. Kallur","holyfamilylpsklr@rediffmail.com"
"Jyothi English Medium School, Konoor","jyothiems@gmail.com"
"C. K. C. E. M. L. P. S Pavaratty","ckcemlps@gmail.com"
"SREE SANKARA E M S CHETTARICKAL","sreesankaranssschool@gmail.com"
"Seraphic E.M.L.P. School, Perinattukara","seraphicemlpsperingottukara@gmail.com"
"ST. JOSEPH`S E M H S ANANDAPURAM","stjosephsanandapurm@yahoo.com"
"VIMALA HSS, VELLIKKULANGARA, THRISSUR, 680693 Phone No: 04802740605 Email ID: vimalahssvellikulangara@yahoo.com","vimalahssvellikulangara@yahoo.com"
"AVILA C L P S SRINGAPURAM","avilaclps@gmail.com"
"St.Thomas Convent L. P. S Pazhayannur","st.clppzr@yahoo.com"
"Vivekanada E. M. U. P. S Mullassery","vivekanandaemupsmullassery@yahoo.in"
"LFCEMLPS KORATTY","lfcemlpskoratty93@gmail.com"
"St.Clelia English School,Vallapady","stcleliavallapady23@gmail.com"
"L. F. E. M. L. P. S. PONNORE","lfemlps@yahoo.com"
"St. Sebastian`s E. M. S Chittatukara","sr.philograce@gmail.com"
"LOURD MATHA E M S INCHAKUNDU","lemsinchakundu@gmail.com"
"AL-HAYATH ENGLISH SCHOOL, KADAVALLOOR","miskadavallur@gmail.com"
"HOLY FAMILY CONVENT GIRLS HSS, CHEMBUKKAVU, THRISSUR, 680020 Phone No: 7994218028 Email ID: holyfamilyinfo@gmail.com","holyfamilyinfo@gmail.com"
"INIC HSS, Nattukkal Phone No: 04924-237576 Email ID: inicprincipal@gmail.com","inicprincipal@gmail.com"
"Model H. S. Pezhumkara","modelhspezhumkara@gmail.com"
"Mountseena. E. M. H. S Pathiripala","mountseenagi@gmail.com"
"L. C. V. Pirayiri","lcvidyalayam@yahoo.in"
"Islamic English Medium School Pudunagaram","iemhs.pgm@gmail.com"
"MET EM HSS, MANNARKKAD, 678582 Phone No: 04924222506 Email ID: principalmet@yahoo.in","principalmet@yahoo.in"
"Model. Central. School. Alathur","mcsalathur@gmail.com"
"BHARATH MATHA HSS, CHANDRANAGAR, PALAKKAD, 678007 Phone No: 04912570668 Email ID: bha_matha@yahoo.com","bha_matha@yahoo.com"
"St. Reethas U. P. S. Nemmara","sremupsnma@gmail.com"
"KANIKKAMATHA CONVENT EM GHSS, PALAKKAD, 678006 Phone No: 04912542346 Email ID: kanikkamatha@yahoo.co.in","kanikkamatha@yahoo.co.in"
"Holy. Family. U. P. S. Alathur","holyfamilyups@yahoo.com"
"Salafi L.P.S.Kallekkad","salafischoolpalakkad@gmail.com"
"ST. THOMAS GHSS, KALLEKULANGARA, 678009 Phone No: 04912555920 Email ID: stthomaspkd@gmail.com","stthomaspkd@gmail.com"
"Ayyappa E. I. E. M. U. P. S. Kunnankattupathy","AKMK.289289@GMAIL.COM"
"Hassniyya PublicSchool,Koduntirapally","hasaniyyapublicschool@gmail.com"
"IES ENGLISH MEDIUM HSS, THRITHALA, PALAKKAD, 679534 Phone No: 0466-2272935 Email ID: iesehss@gmail.com","iesehss@gmail.com"
"Al Hilal English School","alhilalenglishschool@gmail.com"
"Irshad H. S.Changaleeri","ihsmkd@gmail.com"
"St.Mary'sEnglish Medium School Puthunagaram","stmaryspudunagaram@gmail.com"
"A. A. H. S. Chindakky","aahschindakki@gmail.com"
"Christujyothi U. P. S. Kaithachira","christujyothilpschool@gmail.com"
"St. Pauls English HSS, Kollengode Phone No: 04923262308 Email ID: stpaulskollengode@gmail.com","stpaulskollengode@gmail.com"
"Al Hidaya Central School,Pattambi","alhidayapattambi@gmail.com"
"Safa EM School,Pallipuram,Pattambi","daicsafa@gmail.com"
"P. P. T. M. H. S. Pombra","pptmhspombra127@gmail.com"
"SKDI ORPHANAGE HSS, VALLAPPUZHA, PALAKKAD, 679336 Phone No: 04662965009 Email ID: ohssvallapuzha@gmail.com","ohssvallapuzha@gmail.com"
"CGM English Medium HSS, Kalldipatta, Pattambi Phone No: 04662212384 Email ID: cgmvidyalaya@gmail.com","cgmvidyalaya@gmail.com"
"Nalanda Eng Medium School Koduvayur","nalandakoduvayur@gmail.com"
"M. E. S. H. S. Mundur","meshsmdr@yahoo.com"
"N.S.SE.M.LPSchool,Pazhambalacode","nssemschool@gmail.com"
"MES KTM EMHSS, VATTAMANNAPURAM, EDATHANATTUKARA, PALAKKAD, 678601 Phone No: 9207266237 Email ID: mesktm@gmail.com","mesktm@gmail.com"
"Darul Athfal U. P. S. Koppam","koppamdarulathfal@gmail.com"
"Vimala Bhavan U. P. S. Chittur","vimalabhavanchittoor@gmail.com"
"VIJAYA MATHA CONVENT HSS, CHITTOOR, 678104 Phone No: 04923222465 Email ID: principalvijayamatha@gmail.com","principalvijayamatha@gmail.com"
"MUJAHIDEEN HSS, PARALI, 678612 Phone No: 9497181838 Email ID: mhssparali@gmail.com","mhssparali@gmail.com"
"Kalladi E. M. S. Mannarkkad","kalladiemskumaramputhur@gmail.com"
"M. M. N. S. S. E. H. S. Ottapalam","MMNSSHS@GMAIL.COM"
"Betheny EMHS, Vattalakky","bethanienglishmhs@gmail.com"
"Karuna. H. S. S. Prabhapuram","karunaschool@gmail.com"
"St. Pauls. H. S. Pattambi","stpaulsemhs@rediffmail.com"
"Rosy Modern E. M. H. S. Kalpathy Palakkad","rosihs@yahoo.com"
"Sai NilayamEM HS Pampampallam","sainilayamemhs@gmail.com"
"A. H. E. M. H. S. Ongallur","alhudaemschool@gmail.com"
"Sishya School Chandranar","shishyaschool80@gmail.com"
"Sree Vidyadiraja English Medium School,Koduvayoor","sreevidyadhirajaschool@gmail.com"
"ASSISSI EM HSS, KANJIKODE, 678621 Phone No: 0491-2566179 Email ID: assisikanjikode@gmail.com","assisikanjikode@gmail.com"
"St. Marys E. M. U. P. S. Thottungal Palakkad","schoolstmr@yahoo.com"
"St Sebastian E.M.U.P.S.Palakkad","ssemspkd@gmail.com"
"V. E.M. H. S. Karippode","monandasullattil@gmail.com"
"S. M. E. M. H. S. Athicode","stmartinsemhs12athicode@gmail.com"
"C. E. M. U. P. S. Vadakkenchery","cherupushpamemupsvdy@gmail.com"
"MES TRUST PUBLIC HSS, KARIMPARA, PALAKKAD, NEC Phone No: 04923322791 Email ID: mestpublichsskarimpara@gmail.com","mestpublichsskarimpara@gmail.com"
"BSS GURUKULAM HSS, ALATHUR, 678541 Phone No: 04922222315 Email ID: bssgurukulam.12@gmail.com","bssgurukulam.12@gmail.com"
"B.E.S.E.M.H.S Nurani Palakkad","besemhsnurani@yahoo.com"
"Holy Family school,Ponnamkode","hfcsponnamkode@gmail.com"
"MES ENGLISH MEDIUM HSS, OLAVAKODE, PALAKKAD, 678002 Phone No: 04912555392 Email ID: principalmesokd@gmail.com","principalmesokd@gmail.com"
"Grace H. S. Kodunthirappuli","grace21071@hotmail.com"
"Islamic Oriental Highschool,Karinganad","iohskaringanad@gmail.com"
"Carmel HSS , Palakkayam Phone No: 04924256411 Email ID: carmelhighschool@ymail.com","carmelhighschool@ymail.com"
"M. E. M. School Kothakkurssi","modelemups@gmail.com"
"S. D. A. H. S. Kaniampuram","sdahsotp@rediffmail.com"
"Crescent English Medium UP School,Nandakizhaya","usephm1@gmail.com"
"Karuna C. U. P. S. Vandithavalam","kcschool2000@gmail.com"
"MaryMatha E.M.School,Thachanady","marymathaemups@gmail.com"
"Little Kingdom E. M. L. P. S. Kanjirapuzha","littlekingdomemschoolpkd@gmail.com"
"CT English Medium School,Shornur","vpzct@yahoo.com"
"Univerasal E. M. L. P. S. Edathanattukara","salahbinsaleem@gmail.com"
"N.S.S EM School, Alanallur","nssalr298@gmail.com"
"Infant Jeesus L. P. S. Pettikkal","infantjesuspettikkal@gmail.com"
"M. M. N. S. S. E. M. H. S. Perumbadari","mmnssemhsmkd@gmail.com"
"YES EM School,Mattaya","yesenglishschoolmty@gmail.com"
"Moriya Public School,Thekuvatta","moriyathekkuvatta@gmail.com"
"St.Thomas LP School,Olipara","st.thomaslpsolippara@gmail.com"
"GoodNewsEMHS,Kozhinjampara","gnskozhinjampara@gmail.com"
"HolyFamilyConvent School,Mundakkunnu","lillyhfm@yahoo.in"
"Railway HSS, Railway Colony, Hemambika Nagar Phone No: 04912558332 Email ID: rhsspgt_06@yahoo.com","rhsspgt_06@yahoo.com"
"N.S.S.English Medium School,Mudappallur","nssemsMudappallur@gmail.com"
"Lady ImmaculateEM School,Ottapalam","liemjso@gmail.com"
"Prabha English Medium School Ayalur","prabhaenglishmediumschool@gmail.com"
"St. Johns Akampadam","stjohnshighschool@yahoo.com"
"St.Theresa Junior School,Shournur","rose2013therese@gmail.com"
"Islahiya Orphanage L. P. S. Kumaranellur","islahiya@rediffmail.com"
"Valluvanad EnglishMedium school","vemsmk@gmail.com"
"MET School","metkolamangalam@gmail.com"
"THA-E-LEEMUL ISLAM ORPHANAGE HIGH SCHOOL PARAPPANANGADI","thaeleem10@gmail.com"
"FAROOK EM HSS PARAPPUR, KOTTAKKAL, 676503 Phone No: 0483-2742710 Email ID: farookkottakkal@gmail.com","farookkottakkal@gmail.com"
"M I S S Kanchinikkad","schoolmanar.mpm@gmail.com"
"MARKAZUL HIDAYA HS, VELLILA","hidayavellila@gmail.com"
"ICS ENGLISH SCHOOL Manhappatta","icsmanhappatta@gmail.com"
"ISLAHIYA EM HSS, DOWN HILL, MALAPPURAM, 676519 Phone No: 8078886795 Email ID: islahiyampm@gmail.com","islahiyampm@gmail.com"
"AL FURQUAN PUBLIC SCHOOL,WANDOOR","alfurqanwdr@gmail.com"
"M.E.T English Medium High School","methschool@gmail.com"
"Daru ssalamath E. M. U. P. S. Eramangalam","darussalamathenglishschool@gmail.com"
"Majma U HSS, Vettichira Phone No: 04942615146 Email ID: headmastermajmau@gmail.com","headmastermajmau@gmail.com"
"Al Manar H. S. S. Randathani","almanarhssrtni@gmail.com"
"NAJMUL HUDA HSS, KOTTAKKAL, MALAPPURAM, 676503 Phone No: 04832743900, Email ID: najmulhudahss@gmail.com","najmulhudahss@gmail.com"
"HSM ENGLISH AND MALAYALAM MEDIUM HSS, THANUR, MALAPPURAM, 676302 Phone No: 9497451181 Email ID: tanurhsm@yahoo.in","tanurhsm@yahoo.in"
"Al Farook Public School Trippanachi","alfarooque2016@gmail.com"
"Madin HS Swalath nagar Melmuri","mahdinhss@gmail.com"
"Vijayamatha EM HSS, Ponnani Phone No: 04942667407 Email ID: vijayamathaschool@yahoo.com","vijayamathaschool@yahoo.com"
"Hikamiyya Yatheemkhana HS","hikamiyyahs@gmail.com"
"Nusrath Secondary School","nusrath_school@yahoo.com"
"MARKAZ HSS, KARATHUR,MALAPPURAM Phone No: 04942604020 Email ID: markazkarathur@gmail.com","markazkarathur@gmail.com"
"M. H. S. S. Athavanad","markazathavanad@gmail.com"
"Jalaliya HS Edavannappara","jalaliyyaedp@gmail.com"
"Tharbiyathul Muslim Sangam EMS Omanur","tmsemlpschoolomanoor@gmail.com"
"KMIC High School,Theyyottuchira","kmichstytcr@gmail.com"
"Majmau English School,Areacode","mehsareacode@gmail.com"
"DARUNNAJATH HSS, KARUVARAKKUNDU, (VIA) MANJERI, 676523 Phone No: 04931280018 Email ID: dnhsskvk@gmail.com","dnhsskvk@gmail.com"
"MA HSS, KODINHI, MALAPPURAM, 676309 Phone No: 04942481185 Email ID: mahsskodinhi@yahoo.com","mahsskodinhi@yahoo.com"
"M.S.P.E.M.H.S. Malappuram","mspemhschool@gmail.com"
"Al Falah Islamic E M School Ungungal","alfalahperuvallur@gmail.com"
"M. S. I. H. S. S. Kundoor","msihsskundoor@gmail.com"
"K. M. M. H. S. Pallar Vairamcode","kmmhsplr@gmail.com"
"NSS EM HSS, MANJERI, MALAPPURAM, 676121 Phone No: 04832766436 Email ID: nssschoolmji@gmail.com","nssschoolmji@gmail.com"
"ANVAR ENGLISH HSS, THIRURKAD, MALAPPURAM, 679351 Phone No: 9747237770 Email ID: anvarschool1@gmail.com","anvarschool1@gmail.com"
"Crescent English School","crescent.maranchery@gmail.com"
"CRESCENT RHSS, VELLIMUKKU SOUTH, MALAPPURAM, 676317 Phone No: 04942478016 Email ID: crhssvelimukku@gmail.com","crhssvelimukku@gmail.com"
"Kottumala I.E.M.H.S. Kavungal","kavungalkottumala@gmail.com"
"I E C Secondary School Engilsh Medium, Kodinhi","iecsskodinhi@gmail.com"
"Al-Anvar HS Kuniyil","anvarkuniyil955@gmail.com"
"ISLAMIYA COLLEGE HSS, SANTHAPURAM, PUTTIKAD, MALAP, 679325 Phone No: 9645691468 Email ID: ichsspm@gmail.com","ichsspm@gmail.com"
"IZZATHUL ISLAM HSS KUZHIMANNA","IZZATHHS@GMAIL.COM"
"Ideal E. H. S. S. Kadakassery","mail.idealeducation@gmail.com"
"POOKOYA THANGAL MEMORIAL HSS, VELLILA, MALAPPURAM, 679324 Phone No: 04933236567 Email ID: ptmhsschoolvellila@gmail.com","ptmhsschoolvellila@gmail.com"
"K. M. N. S. S. U. E. M. H. S. Athalur","nssuhs@gmail.com"
"NATIONAL E.M. HSS, WADINOOR,KODINHI ROAD, CHEMMAD.P.O, TIRURANGADI, MALAPPURAM, 676306 Phone No: 04942464190 Email ID: nationalchemmad@gmail.com","nationalchemmad@gmail.com"
"M. V. M. R. H. S. S. Valayamkulam","mvmrhss@rediffmail.com"
"WICHSS Eriyad","wicwdr@yahoo.com"
"Darul Uloom English Medium School Thootha","hmduemsthoothamlp@gmail.com"
"Al - Hilal H.S. Padapparamba","alhilalpdba@gmail.com"
"IDEAL HSS, DHARMAGIRI, CHEREKKAD, KANNAMANGALAM P O ,MALAPPURAM Phone No: 9400244230 Email ID: idealdharmagiri@gmail.com","idealdharmagiri@gmail.com"
"Blossom Public School, Cherani","blossomschoolmji@gmail.com"
"RAHMATH PUBLIC HSS, PULLUR, KARUVAMBRAM.P.O, MANJERI, MALAPPURAM, 676123 Phone No: 04832765285 Email ID: rahmathhsspullur@yahoo.co.in","rahmathhsspullur@yahoo.co.in"
"Malabar English School Kottakkal","malabareskottakkal@yahoo.com"
"M.E.T English Medium High School ,Alathiyur","metalathiyur@gmail.com"
"Unity Lp and Up School Puttumanna","unityhsswdr@gmail.com"
"J.N.R.H.S. Edavanna","jnrhsedavanna@gmail.com"
"Sullamussalam Public School Areacode","spsareacode@gmail.com"
"D.T.G. Orphanage High School, Kundoor","www.dtgohs@gmail.com"
"P H S S Perintalmanna","presentationhss18060@gmail.com"
"Malabar Higher Secondary School, Alathiyoor, Tirur Phone No: 9633376006 Email ID: malabarhssaltr@gmail.com","malabarhssaltr@gmail.com"
"Pleasant E M School Tanur","pleasantschooltanur@gmail.com"
"CHMKMHS VAZHAKADU","chmkmhsvkd@gmail.com"
"Najath Public School Randathani","najathpublicschool@gmail.com"
"Nirmala English LP School, Erumamunda","nirmalaemd@gmail.com"
"Ummul Qura HS,Mongam","uqacademy@gmail.com"
"NAJATH HIGHER SECONDARY SCHOOL, PERUVALLUR, 673638 Phone No: 9496924750 Email ID: najathhss@yahoo.com","najathhss@yahoo.com"
"KATTILANGADI   YATHEEMKHANA   HIGHER  SECONDARY SCHOOL  ATHAVANAD Phone No: 0494-2570331 Email ID: kyhsschool@gmail.com","kyhsschool@gmail.com"
"N. S. S. E. M. H. S. Tirur","nssemhstirur@gmail.com"
"Majma'a Public School, Kavanur","majmapublicschoolkvr@gmail.com"
"Hayathul islam Secondary School, Alloor","hissalloor@gmail.com"
"D. E.M. School Pookunnu","demsotklmpm@gmail.com"
"National Public School Malaparamba","Nationalpublicmalaparamba@gmail.com"
"Markaz Public School - Aikkarappadi","mpsaikkarappadi@gmail.com"
"D. H. H. S. S. Edappal","darul_hidaya@yahoo.com"
"LATHEEFIYA HIGH SCHOOL ULLANAM","latheefiyaullanam@gmail.com"
"Iqrah E.M.H.S,Cheriyaparappur","iqrahemhs@gmail.com"
"Ihya-U-Ssunna High School, Varanakkara","ishsvaranakkara@gmail.com"
"IQRAH E.M. School Valanchery","iqrahvly@gmail.com"
"MODERN HSS POTTUR MUNDUR.P.O,MALAPURAM 679578 Phone No: 9645499929 Email ID: modernpotur@gmail.com","modernpotur@gmail.com"
"M.I.C.English Medium H.S,Athanikkal","micemhs@gmail.com"
"P.K.M.I.C.H.S. Pookkottur","pkmichspookkottur@gmail.com"
"Al Irshad Public school,Trippanachi","alirshadtrippanachi@yahoo.in"
"Al-Fathah English Medium School Poopalam","alfathahpuz@gmail.com"
"Nibras Secondary School,Moonniyur","nibrasmoonniyur@gmail.com"
"IET HSS, MARAVANTHA, KAVANCHERY.P.O, MALAPPURAM, 676561 Phone No: 9048052038 Email ID: iethssmaravantha@gmail.com","iethssmaravantha@gmail.com"
"MTI HSS, THALAKADATHUR, 676103 Phone No: 04942588080 Email ID: mtihss@gmail.com","mtihss@gmail.com"
"Rahmani Primary School Randathani","rahmani.randathani@gmail.com"
"I. U. P. S. Tanalur","islahiupschool1@gmail.com"
"GUIDANCE HSS, KATTUPPARA, CHELAKKAD P.O, club to 11121 NEC, 679323 Phone No: 04933269577 Email ID: guidancehss@yahoo.com","guidancehss@yahoo.com"
"SSM English Medium School Theyyalingal","ssmemstheyyalingal@gmail.com"
"T. I. C. H. S. Tirur","hrticss@gmail.com"
"PMSA PTM HSS, VETTICHIRA, KADAMPUZHA P.O, MALAPPURAM, 676553 Phone No: 0494-2616662 Email ID: pmsaptmvettichira@gmail.com","pmsaptmvettichira@gmail.com"
"P. E. S. P. K. E. M. H. S. S. Parappanangadi","kovilakamhss@gmail.com"
"Fathimamatha E. M. L. P. S . Tirur","fmemlpsthazhepalam@gmail.com"
"St. Josephs English Medium L.P School Kuttippuram","stjosephschoolkuttippuram@gmail.com"
"NSS K HSS, PUTHOOR, ,CLUBBED TO 11011, NEC, 676503 Phone No: 04832743092 Email ID: principalnsskkl@gmail.com","principalnsskkl@gmail.com"
"B. Y. K. R. H. S. Kadungathukundu","bykrhs@gmail.com"
"Noorul Hudha English School,Tirurangadi","noorulhudhaenglishschool@gmail.com"
"K. E. M. H. S. Chemmad","khuthbuzzaman@yahoo.co.in"
"V. E. M. H. S. Vengaloor","vemhsvengaloor@gmail.com"
"FATHIMA MATHA HSS, POOKAYIL, TIRUR, 676107 Phone No: 04942428171 Email ID: fmhsstirur@yahoo.co.in","fmhsstirur@yahoo.co.in"
"ICH School Tanur","ichs.tanur@gmail.com"
"MIC Eng. Med. School, Edakkara","micenglishschooledk@gmail.com"
"M. I. M. H. S. Manoor Kalady","mimhighschool@gmail.com"
"NCT English Medium Verumpulakkal","nctemsvpl@gmail.com"
"Jamiya Islamiya H.S.S. Trikkalangode","jislamiakarakkunnu@gmail.com"
"MSS Model English Medium School Edachulam","mssktpm123@gmail.com"
"AET English School, Kuruka","aetenglishschool@gmail.com"
"KRHS Pandikasala","krhspandikasal@gmail.com"
"J. M. H. S. S. Parannekkad","jmhss_parannekkad@yahoo.co.in"
"Crescent English School, Tanalur","crescentschooltanalur@gmail.com"
"Al - Huda English School Patterkulam","alhuda.school@yahoo.co.in"
"MAJLIS HSS, VENGAD, VALANCHERY, 679338 Phone No: 8281899824 Email ID: majlishss@majliscomplex.org","majlishss@majliscomplex.org"
"Viswabharathi Vidya Nikethan, Chungathara","vbvnchungathara@gmail.com"
"ST. PAUL'S EM HSS, THENJIPALAM, KOHINOOR, 673636 Phone No: 04942400205 Email ID: stpaulsemhss@yahoo.com","stpaulsemhss@yahoo.com"
"Al Basheer E. M. School Nariparamba","albasheer.school@gmail.com"
"B.N.S.N. S. S. U. P. S. Vattamkulam","bnsnssschool@gmail.com"
"Karulai Orphanage English School","oeskarulai@gmail.com"
"Holy Angels, Nettikulam","holyangelsnettikulam@gmail.com"
"KHIDAMATUL ISLAM HSS, EDAKKULAM, THIRUNAVAYA, 676301 Phone No: 04942602281 Email ID: khidmathedakkulamhss@gmail.com","khidmathedakkulamhss@gmail.com"
"Sandeepani Vidyanikethan Thozhuvayoor","svnhsvalanchery@gmail.com"
"Al-Fathah E.M.H.S. Poonthavanam","alfathahschool@gmail.com"
"RAHMANIYA COLLEGE HSS, MAMPAD, MEMPADAM.P.O, MALAPPURAM, 676542 Phone No: 9048200262 Email ID: rahmaniyamampad@yahoo.com","rahmaniyamampad@yahoo.com"
"Co-operative School , Olinkara, Perintalmanna","coopschoolpmna@gmail.com"
"A. E. S. H. S. Valavannur","ansar7751@yahoo.com"
"Makhdoomiyya English School,Ponnani.","makhdoomiyyaschool@gmail.com"
"H.I.M. High School Manhappetta","himhsmanhappetta@gmail.com"
"MARKAZ PUBLIC SCHOOL-MAMBEETHI","mpsmambeethi@gmail.com"
"LITTLE FLOWER HSS, NILAMBUR, MALAPPURAM, 679329 Phone No: 04931223254 Email ID: lfehsnbr@gmail.com","lfehsnbr@gmail.com"
"K.C.J.M.H.S. PAYYANAD","Kcjmpayyanad@gmail.com"
"G. V. E. M. H. S. S. Kuttippala","gardenvalley@live.com"
"AEMS Public School Kolathode","aemskolathode@gmail.com"
"Gurukulam Vidya Nikethan, Wandoor","gurukulamwdr@gmail.com"
"FAZPHARI ORPHANAGE HSS, PADINJATTUMURI, KOOTTILANG, 676506 Phone No: 04933-241422 Email ID: fazfarihss@gmail.com","fazfarihss@gmail.com"
"B E M School Kalavu","badariyyakalavu@gmail.com"
"Javahar Bharathi U. P School Nhettykulam.","jawaharbharathipublicschool@gmail.com"
"Haripuram Vidyanikethan, Malappuram","haripuram@gmail.com"
"I. R. H. S. Pookattiri","info@irhss.com"
"S. S. M. U. P. S. Naduvilangadi","ssmupschool1@gmail.com"
"ISS HSS, EZHUVATHIRUTHY, PONNANI, MALAPPURAM, 679577 Phone No: 04942666445 Email ID: issponnani@gmail.com","issponnani@gmail.com"
"Aliya English Medium High School, Amminikkad","aliyaemhs@gmail.com"
"MET Public School PAYYANAD","metpayyanad@gmail.com"
"Al Irshad English School, Cherukulamba","aiesckmba@gmail.com"
"A. H. M. H. S. Vettom","ahmhsvettom@gmail.com"
"AMS HSS, PAZHAMKULANGARA, THIRUR, 676101 Phone No: 9605800090 Email ID: amshsschool@gmail.com","amshsschool@gmail.com"
"Jyothidhara UPS Valillapuzha","jyothidharaschool@yahoo.com"
"Chokkad Crescent EMLPS","crescentchokkad@gmail.com"
"E. M. U. P. S. Paravanna Salafi","tirurmuneer@gmail.com"
"Malabar English Medium LP School Melmuri","test@gmail.com"
"IQRA'A Public School South Puthalam","muhammedkhan012@gmail.com"
"Al Falah Public English School, Karakunnu","alfalahschool313@gmail.com"
"Fazfari English school, Padinhattummuri","fazfarienglishschool@gmail.com"
"Thaqwa E.M. School Kolathur","infothaqwaschool@gmail.com"
"MAO Higher Secondary School, Elayur Phone No: 04832797200 Email ID: maohselr@gmail.com","maohselr@gmail.com"
"AL-FURQAN ENGLISH HSS, SANTHIVAYAL, ABDU RAHIMAN NAGAR P O ,MALAPPURAM, 676305 Phone No: 9961265962 Email ID: alfurqansanthivayal@gmail.com","alfurqansanthivayal@gmail.com"
"Moothedam St. Mary`s EM UPS","hmsmmoothedam@gmail.com"
"NOORUL HUDA UP SCHOOL CK NAGAR","kpshameer303@gmail.com"
"Model School Santhapuram","spmmodellps@gmail.com"
"M.M.S. High School, Kozhinhil","mmshs@gmail.com"
"BACE ENGLISH SCHOOL,VAZHAKKAD,MALAPPURAM","bacescl@gmail.com"
"AZHAR EM HSS, Maranchery, MPM,Ist year only, club to 11129 NEC, 679581 Phone No: 8593990022 Email ID: info.azhareducation@gmail.com","info.azhareducation@gmail.com"
"St.Thomas English Medium School Ponnani","stthomasschool@gmail.com"
"Kolakkad E.M. School","kolakkadschool@gmail.com"
"Karuvarakundu Pulvetta Nasrathul Islam EMLPS","nieskvk@gmail.com"
"Al Huda E.M.L.P.S. Kodur","alhudavattapparamba@gmail.com"
"WOHS Wandoor","wmohs.48130@gmail.com"
"Al Noor U. P. S. Panangattur","alnoorpanangttoor@gmail.com"
"SM English School Changaramkulam","smenglishschool@gmail.com"
"Peevees Higher Secondary  School , Nilambur, Malappuram Phone No: 04931221388 Email ID: peeveesms@gmail.com","peeveesms@gmail.com"
"Ma'din V.V.M.C, Melmuri","info@mahdinonline.com"
"MIM ENGLISH MEDIUM LP SCHOOL MARAMPATTAKUNNU","mimemlps@gmail.com"
"Al Irfan E.M.L.P.S. Valluvangad","jayarajank123@gmail.com"
"Maulana Abdulbari Memorial Islamic Nursery School, Puthupparamba","maminsputhupparamba@gmail.com"
"Al Ameen E. M. L. P. S. Vailathur","alameenschoolvlr@gmail.com"
"Galaxy English School Kolikkara","galaxykolikkara@gmail.com"
"MGLC THARIKULAM","mglctharikulam@gmail.com"
